{{0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0},
{0,24,23,0,9,8,7,6,5,4,3,2,0,40,39,38,37,36,35,34,35,0},
{0,23,22,0,10,9,8,7,6,5,4,3,0,39,38,37,36,35,34,33,34,0},
{0,22,21,0,11,10,0,0,0,0,5,4,0,40,39,0,0,0,0,32,33,0},
{0,21,20,0,12,11,0,9,8,7,6,5,0,41,40,0,28,29,30,31,32,0},
{0,20,19,0,13,12,0,10,9,8,7,6,0,42,41,0,27,28,29,30,31,0},
{0,19,18,0,14,13,0,11,10,0,0,0,0,43,42,0,26,27,0,31,32,0},
{0,18,17,16,15,14,0,12,11,0,47,46,45,44,43,0,25,26,0,32,33,0},
{0,19,18,17,16,15,0,13,12,0,48,47,46,45,44,0,24,25,0,33,34,0},
{0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,23,24,0,34,35,0},
{0,79,78,77,76,77,0,15,14,15,16,17,18,19,20,21,22,23,0,35,36,0},
{0,78,77,76,75,76,0,16,15,16,17,18,19,20,21,22,23,24,0,36,37,0},
{0,0,0,0,74,75,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,0},
{0,72,71,72,73,74,75,76,77,78,79,80,83,82,83,0,41,40,39,38,39,0},
{0,71,70,71,72,73,74,75,76,77,78,79,80,81,82,0,42,41,40,39,40,0},
{0,70,69,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,0,0,0,0},
{0,69,68,0,62,61,60,59,58,57,56,55,0,47,46,45,44,43,0,57,58,0},
{0,70,67,0,61,60,59,58,57,56,55,54,0,48,47,46,45,44,0,56,57,0},
{0,67,66,0,62,61,0,0,0,0,54,53,0,49,48,0,0,0,0,55,56,0},
{0,66,65,64,63,62,63,64,65,0,53,52,51,50,49,50,51,52,53,54,55,0},
{0,67,66,65,64,63,64,65,66,0,54,53,52,51,50,51,52,53,54,57,56,0},
{0,0,0,0,0,0,0,0,0,0,55,54,0,0,0,0,0,0,0,0,0,0}}



{{0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0},
{0,74,73,0,15,14,0,6,5,4,3,2,3,4,5,6,7,8,9,10,11,0},
{0,73,72,0,14,13,0,7,6,5,4,3,4,5,6,7,8,9,10,11,12,0},
{0,72,71,0,13,12,0,8,7,0,0,0,0,0,0,0,9,10,0,12,13,0},
{0,71,70,0,12,11,10,9,8,9,10,11,12,13,14,0,10,11,0,13,14,0},
{0,70,69,0,13,12,11,10,9,10,11,12,13,14,15,0,11,12,0,14,15,0},
{0,69,68,0,0,0,0,0,0,0,0,0,0,15,16,0,12,13,0,0,0,0},
{0,68,67,66,65,64,63,62,61,0,19,18,17,16,17,0,13,14,15,16,17,0},
{0,67,66,65,64,63,62,61,60,0,20,19,18,17,18,0,14,15,16,17,18,0},
{0,0,0,0,0,0,0,60,59,0,21,20,0,0,0,0,0,0,0,18,19,0},
{0,69,68,69,70,71,0,59,58,0,22,21,22,23,24,25,26,27,0,19,20,0},
{0,68,67,68,69,70,0,58,57,0,23,22,23,24,25,26,27,28,0,20,21,0},
{0,67,66,0,0,0,0,57,56,0,0,0,0,0,0,0,0,0,0,21,22,0},
{0,66,65,64,63,64,0,56,55,0,43,42,41,40,39,38,37,36,0,22,23,0},
{0,65,64,63,62,63,0,55,54,0,42,41,40,39,38,37,36,35,0,23,24,0},
{0,0,0,0,61,62,0,54,53,0,43,42,0,0,0,0,35,34,0,24,25,0},
{0,59,58,59,60,61,0,53,52,0,44,43,0,37,36,0,34,33,0,25,26,0},
{0,58,57,58,59,60,0,52,51,0,45,44,0,36,35,0,33,32,0,26,27,0},
{0,57,56,0,0,0,0,51,50,0,46,45,0,35,34,0,32,31,0,27,28,0},
{0,56,55,54,53,52,51,50,49,48,47,46,0,34,33,32,31,30,29,28,29,0},
{0,57,56,55,54,53,52,51,50,49,48,47,0,35,34,33,32,31,30,29,30,0},
{0,0,0,0,0,0,0,0,0,0,49,48,0,0,0,0,0,0,0,0,0,0}}



{{0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0},
{0,34,33,0,9,8,7,6,5,4,3,2,0,34,33,32,31,30,31,32,33,0},
{0,33,32,0,10,9,8,7,6,5,4,3,0,33,32,31,30,29,30,31,32,0},
{0,32,31,0,0,0,0,8,7,0,5,4,0,34,33,0,29,28,0,32,33,0},
{0,31,30,29,28,29,0,9,8,0,6,5,0,35,34,0,28,27,0,33,34,0},
{0,30,29,28,27,28,0,10,9,0,7,6,0,36,35,0,27,26,0,34,35,0},
{0,0,0,0,26,27,0,11,10,0,8,7,0,37,36,0,26,25,0,0,0,0},
{0,24,23,24,25,26,0,12,11,0,9,8,0,38,37,0,25,24,23,22,23,0},
{0,23,22,23,24,25,0,13,12,0,10,9,0,39,38,0,24,23,22,21,22,0},
{0,22,21,0,0,0,0,14,13,0,11,10,0,0,0,0,0,0,0,20,21,0},
{0,21,20,19,18,17,16,15,14,0,12,11,12,13,14,15,16,17,18,19,20,0},
{0,22,21,20,19,18,17,16,15,0,13,12,13,14,15,16,17,18,19,20,21,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,0},
{0,60,59,58,57,58,59,60,61,62,63,64,65,66,67,68,69,70,0,22,23,0},
{0,59,58,57,56,57,58,59,60,61,62,63,64,65,68,67,68,69,0,23,24,0},
{0,0,0,0,55,56,0,60,61,0,0,0,0,0,0,0,0,0,0,24,25,0},
{0,53,52,53,54,55,0,61,62,0,40,39,38,37,36,0,28,27,26,25,26,0},
{0,52,51,52,53,54,0,62,63,0,39,38,37,36,35,0,29,28,27,26,27,0},
{0,51,50,0,0,0,0,0,0,0,40,39,0,35,34,0,30,29,0,0,0,0},
{0,50,49,48,47,46,45,44,43,42,41,40,0,34,33,32,31,30,31,32,33,0},
{0,51,50,49,48,47,46,45,44,43,42,41,0,35,34,33,32,31,32,33,34,0},
{0,0,0,0,0,0,0,0,0,0,43,42,0,0,0,0,0,0,0,0,0,0}}



