{{0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0},
{0,34,33,0,9,8,7,6,5,4,3,2,3,4,5,6,7,8,9,10,11,0},
{0,33,32,0,10,9,8,7,6,5,4,3,4,5,6,7,8,9,10,11,12,0},
{0,32,31,0,0,0,0,8,7,0,5,4,0,0,0,0,0,0,0,12,13,0},
{0,31,30,29,28,27,0,9,8,0,6,5,6,7,8,0,16,15,14,13,14,0},
{0,30,29,28,27,26,0,10,9,0,7,6,7,8,9,0,17,16,15,14,15,0},
{0,0,0,0,26,25,0,0,0,0,0,0,0,9,10,0,18,17,0,0,0,0},
{0,76,75,0,25,24,0,16,15,14,13,12,11,10,11,0,19,18,19,20,21,0},
{0,75,74,0,24,23,0,17,16,15,14,13,12,11,12,0,20,19,20,21,22,0},
{0,74,73,0,23,22,0,18,17,0,0,0,0,0,0,0,0,0,0,22,23,0},
{0,73,72,0,22,21,20,19,18,0,64,63,0,35,34,33,32,31,0,23,24,0},
{0,72,71,0,23,22,21,20,19,0,63,62,0,34,33,32,31,30,0,24,25,0},
{0,71,70,0,0,0,0,0,0,0,62,61,0,35,34,0,30,29,0,25,26,0},
{0,70,69,68,67,66,65,64,63,62,61,60,0,36,35,0,29,28,27,26,27,0},
{0,69,68,67,66,65,64,63,62,61,60,59,0,37,36,0,30,29,28,27,28,0},
{0,72,69,0,0,0,0,0,0,0,59,58,0,38,37,0,0,0,0,0,0,0},
{0,73,70,73,74,75,0,81,82,0,58,57,0,39,38,39,40,41,42,45,44,0},
{0,72,71,74,73,74,0,80,81,0,57,56,0,42,39,40,41,42,43,44,45,0},
{0,0,0,0,76,77,0,79,80,0,56,55,0,0,0,0,0,0,0,45,46,0},
{0,78,77,76,77,76,77,78,79,0,55,54,53,52,51,50,49,48,47,46,47,0},
{0,79,78,77,80,77,80,79,80,0,56,55,54,53,52,53,50,49,48,47,48,0},
{0,0,0,0,0,0,0,0,0,0,57,56,0,0,0,0,0,0,0,0,0,0}}



{{0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0},
