{{0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0},
{0,34,33,32,31,32,0,6,5,4,3,2,3,4,5,6,7,8,9,10,11,0},
{0,33,32,31,30,31,0,7,6,5,4,3,4,5,6,7,8,9,10,11,12,0},
{0,0,0,0,29,30,0,8,7,0,5,4,0,0,0,0,0,0,0,12,13,0},
{0,27,26,27,28,29,0,9,8,0,6,5,0,83,84,85,86,87,0,13,14,0},
{0,26,25,26,27,28,0,10,9,0,7,6,0,82,83,84,85,86,0,14,15,0},
{0,25,24,0,0,0,0,0,0,0,8,7,0,81,82,0,0,0,0,15,16,0},
{0,24,23,22,21,20,19,18,17,0,9,8,0,80,81,0,19,18,17,16,17,0},
{0,23,22,21,20,19,18,17,16,0,10,9,0,79,80,0,20,19,18,17,18,0},
{0,0,0,0,0,0,0,16,15,0,11,10,0,78,79,0,21,20,0,0,0,0},
{0,67,66,65,64,65,0,15,14,13,12,11,0,77,78,0,22,21,22,23,24,0},
{0,66,65,64,63,64,0,16,15,14,13,12,0,76,77,0,23,22,23,24,25,0},
{0,0,0,0,62,63,0,0,0,0,0,0,0,75,76,0,0,0,0,25,26,0},
{0,60,59,60,61,62,63,64,65,68,67,68,0,74,75,0,29,28,27,26,27,0},
{0,59,58,59,60,61,62,63,64,65,66,67,0,73,74,0,30,29,28,27,28,0},
{0,58,57,0,0,0,0,0,0,0,67,68,0,72,73,0,31,30,0,0,0,0},
{0,57,56,55,54,53,52,51,50,0,68,69,70,71,72,0,32,31,32,33,34,0},
{0,58,55,54,53,52,51,50,49,0,69,70,71,72,73,0,33,32,33,34,35,0},
{0,57,56,0,0,0,0,51,48,0,0,0,0,0,0,0,0,0,0,35,36,0},
{0,58,59,58,59,60,0,48,47,46,45,44,43,42,41,40,39,38,37,36,37,0},
{0,61,60,59,60,61,0,49,48,47,46,45,44,43,42,41,40,39,38,37,38,0},
{0,0,0,0,0,0,0,0,0,0,47,46,0,0,0,0,0,0,0,0,0,0}}



{{0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0},
{0,90,89,0,9,8,7,6,5,4,3,2,0,10,11,12,13,14,15,16,17,0},
{0,89,88,0,10,9,8,7,6,5,4,3,0,9,10,11,12,13,14,15,16,0},
{0,88,87,0,0,0,0,0,0,0,5,4,0,8,9,0,0,0,0,16,17,0},
{0,87,86,85,84,83,82,83,82,0,6,5,6,7,8,9,10,11,0,17,18,0},
{0,86,85,84,85,82,81,80,83,0,7,6,7,8,9,10,11,12,0,18,19,0},
{0,0,0,0,0,0,0,79,80,0,8,7,0,0,0,0,0,0,0,19,20,0},
{0,70,69,0,79,76,77,78,79,0,9,8,9,10,11,0,23,22,21,20,21,0},
{0,69,68,0,76,75,76,77,78,0,10,9,10,11,12,0,24,23,22,21,22,0},
{0,68,67,0,75,74,0,0,0,0,0,0,0,12,13,0,25,24,0,22,23,0},
{0,67,66,0,74,73,72,71,72,0,16,15,14,13,14,0,26,25,0,23,24,0},
{0,66,65,0,73,72,71,70,71,0,17,16,15,14,15,0,27,26,0,24,25,0},
{0,65,64,0,0,0,0,71,70,0,18,17,0,0,0,0,28,27,0,0,0,0},
{0,64,65,0,69,66,67,68,69,0,19,18,19,20,21,0,29,28,29,30,31,0},
{0,63,62,0,64,65,66,67,68,0,20,19,20,21,22,0,30,29,30,31,32,0},
{0,62,61,0,63,64,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0},
{0,61,60,61,62,63,0,53,52,49,48,47,48,45,44,0,38,35,34,33,34,0},
{0,60,59,60,63,62,0,52,49,48,47,46,45,44,43,0,37,36,35,34,35,0},
{0,59,58,0,0,0,0,0,0,0,48,47,0,43,42,0,40,37,0,35,36,0},
{0,58,57,56,55,54,53,52,51,50,49,48,0,42,41,40,39,38,0,36,37,0},
{0,59,58,57,56,55,54,53,52,53,50,49,0,43,42,41,40,39,0,37,38,0},
{0,0,0,0,0,0,0,0,0,0,51,50,0,0,0,0,0,0,0,0,0,0}}



{{0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0},
{0,72,71,0,9,8,7,6,5,4,3,2,3,4,5,6,7,8,9,10,11,0},
{0,71,70,0,10,9,8,7,6,5,4,3,4,5,6,7,8,9,10,11,12,0},
{0,70,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0},
{0,69,68,67,66,65,64,63,64,0,22,21,20,19,18,17,16,15,14,13,14,0},
{0,68,67,66,65,64,63,62,63,0,23,22,21,20,19,18,17,16,15,14,15,0},
{0,0,0,0,0,0,0,61,62,0,24,23,0,0,0,0,0,0,0,15,16,0},
{0,62,61,0,59,58,59,60,61,0,25,24,25,26,27,0,25,24,0,16,17,0},
{0,61,60,0,58,57,58,59,60,0,26,25,26,27,28,0,24,23,0,17,18,0},
{0,60,59,0,57,56,0,0,0,0,27,26,0,28,29,0,23,22,0,18,19,0},
{0,59,58,0,56,55,54,53,52,0,28,27,0,29,30,0,22,21,20,19,20,0},
{0,58,57,0,55,54,53,52,51,0,29,28,0,30,31,0,23,22,21,20,21,0},
{0,57,56,0,0,0,0,51,50,0,30,29,0,31,32,0,24,23,0,0,0,0},
{0,56,55,56,57,58,0,50,49,0,31,30,0,32,33,0,25,24,0,38,39,0},
{0,55,54,55,56,57,0,49,48,0,32,31,0,33,34,0,26,25,0,37,38,0},
{0,54,53,0,0,0,0,48,47,0,33,32,0,34,35,0,27,26,0,36,37,0},
{0,53,52,51,50,49,0,47,46,0,34,33,0,35,36,0,28,27,0,35,36,0},
{0,52,51,50,49,48,0,46,45,0,35,34,0,36,37,0,29,28,0,34,35,0},
